strain,sex,animal_id,sodium,potassium,chloride,calcium,anion_gap,carbon_dioxide,GLU,GLU_fast,BUN,creatinine,WBC,LYM,pct_LYM,MONO,pct_MONO,GRA,pct_GRA,pct_EOS,RBC,MCV,RDW,MCH,MCHC,hemoglobin,hematocrit,platelets,MPV,testes_wt,litter_size,age_first_litter,duration_to_litter,distance3_OFT,distance10_OFT,transitions_OFT,center1_OFT,center10_OFT,distance_center_OFT,pct_center_OFT,latency_periphery_OFT,duration_periphery_OFT,immobile_OFT,fecal_boli_OFT,urination_OFT,duration_light_LD,distance_light_LD,pct_light_LD,latency_dark_LD,transitions_LD,fecal_boli_LD,urination_LD,capture_score,hold_score,wildness_score,tail_clip,hot_plate,pct_sleep_daily,pct_sleep_dark,pct_daily_deprivation,pct_dark_deprivation,act_dark_deprivation,body_weight,body_length,tail_length,gonad_fat_wt,bone_circumference,brain_wt,heart_wt,kidneyL_length,kidneyR_length,kidney_vol,kidneyL_wt,kidneyR_wt,kidney_both_wt,spleen_wt
PreCCF1114/Ornl,f,7723,149,6.4,118,1.24,16,23,137,,18,0.2,11.39,5.4,47.6,1.2,11,4.8,41.4,11.9,11.95,45,14.36,14.48,32.3,17.31,53.59,674,5.28,,3,145,118,1796.52,3658.92,18,60,8.3,8.46,83.02,209.88,1.38,10.94,5,0,4.14,238.24,41.39,0,3,11,1,0,0,0,29.57,9.16,14.05,5.58,22.54,17.51,-4.29,31.5,12,10.2,0.613,5.3325,0.499,0.169,,,,0.187,0.186,0.373,0.149
PreCCF1114/Ornl,f,8199,150,5.3,117,1.2,21,18,185,,21,0.2,8.46,3.5,42.3,0.9,11.2,4.1,46.5,15.4,11.55,42,15.37,13.26,31.3,15.31,48.92,335,6.49,,5,82,56,562.26,2046.34,71,8.67,2.68,8.83,26.82,0,7.32,17.87,6,2,2.81,1021.84,28.12,0,11,5,2,0,0,0,14.83,10.725,40.30,28.51,32.89,32.25,-5.24,26.8,11.1,9,1.212,,,0.221,,,,0.19,0.18,0.37,0.226
PreCCF1114/Ornl,f,8200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,99,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreCCF1114/Ornl,f,8547,147,6.5,116,1.28,16,22,198,120,16,0.2,6.41,3,48,0.7,12,2.7,40,12.8,11.68,46,14.27,15.2,32.77,17.75,54.18,299,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6,10.5,9.8,0.83,,,0.124,,,,0.15,0.161,0.311,0.136
PreCCF1114/Ornl,f,8745,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,291.95,2233.08,67,60,3.89,7.76,38.93,104.4,6.11,0,5,1,0.64,153.52,6.43,0,2,3,1,0,1,1,27.41,11.575,34.57,16.57,29.08,13.35,-4.89,23.3,10,9.1,0.254,,,0.117,,,,0.137,0.135,0.272,0.134
PreCCF1114/Ornl,m,7089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,82,58,407.4,1400.96,40,41.24,3.1,11.13,31.02,9.41,5.92,0.4,4,0,5.76,1042.31,57.62,17.82,7,1,,0,0,0,,,29.12,11.77,36.18,37.41,-6.40,49.71,12,11,1.89,,,0.404,,,,0.368,0.378,0.746,0.098
PreCCF1114/Ornl,m,7724,148,6.2,115,1.27,15,26,159,,23,0.2,6.02,3.4,57.6,0.7,12.8,1.9,29.6,5.3,12,43,15.46,13.29,31.12,15.95,51.24,535,5.23,,3,145,118,974.18,3460.74,20,29.5,7.62,10.32,76.15,29.5,2.33,20.76,6,1,10,402.3,100,600,0,7,1,0,0,0,60,7.51,36.95,21.96,26.40,15.28,-4.57,34.54,12,10,0.687,5.356,0.46,0.146,,,,0.189,0.201,0.39,0.111
PreCCF1114/Ornl,m,8201,148,6.6,117,1.19,15,24,192,,22,0.2,4.88,2.3,49,0.6,12.8,2,38.2,7,12.67,44,15.54,13.73,31.46,17.39,55.28,663,5.6,,5,82,56,697.08,2538.25,73,33.8,6.56,5.68,65.56,0.4,3.44,0.33,9,1,3.38,944.91,33.83,0,10,9,2,0,0,0,60,5.195,,,,,,33.2,11,10,0.44,,,0.23,,,,0.238,0.308,0.546,0.1
PreCCF1114/Ornl,m,8545,147,7,121,1.16,14,20,209,90,25,0.2,4.1,2.1,52.8,0.5,14,1.5,33.2,5,11.83,42,15.3,14.2,34,16.8,49.3,469,5.8,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1,10.5,9.8,0.246,,,0.133,,,,0.18,,,0.099
PreCCF1114/Ornl,m,8746,147,5.5,115,1.19,14,25,186,145,22,0.2,9.38,4.4,47,1,11.3,4,41.7,7.5,10.85,46,14.9,14.98,32.27,16.25,50.35,524,5.93,,,,,578.52,2762.89,71,60,6.83,3.91,68.29,99.07,3.17,0,2,0,5.32,1578.91,53.22,0,11,2,2,0,0,0,60,6.835,30.68,16.19,27.12,17.25,-4.89,31.73,10.5,9,1.26,,,0.151,,,,0.179,0.193,0.372,0.093
PreCCF1119/Ornl,f,7090,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,26.26,7.65,43.28,35.25,48.98,33.41,5.47,28.56,,10.2,,,,0.189,,,,0.176,,,
PreCCF1119/Ornl,f,7725,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,6,73,47,,,,,,,,,,,,,,,,,,,,0,2,2,42.48,17.46,16.31,8.86,,,,27.36,11.5,10,0.426,,,0.177,11.74,12.45,500,0.271,0.249,0.52,
PreCCF1119/Ornl,f,8202,,,,,,,,,,,7.02,4.5,65.3,0.8,12,1.7,22.7,1.2,10.07,48,12.74,14.64,30.5,14.74,48.32,1100,4.79,,8,107,83,1354.59,3594.5,,31,4.34,3.58,43.44,,5.66,0,9,1,3.82,2064.22,38.25,0,16,6,1,0,0,0,60,8.62,43.82,34.23,41.92,36.54,-3.85,32.68,12,9,1.089,4.6415,0.39,0.176,,,,0.344,0.347,0.691,0.06
PreCCF1119/Ornl,f,8548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,165,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2,,,,,,,,,,,,,
PreCCF1119/Ornl,f,8550,,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.53,10.5,8.1,0.968,,,0.155,,,,0.156,,,0.066
PreCCF1119/Ornl,m,7091,,,,,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,28.53,,9.5,1.581,,,0.216,,,,0.172,,,
PreCCF1119/Ornl,m,7726,,,,,,,,121,,,,,,,,,,,,,,,,,,,,,6,73,47,,,,,,,,,,,,,,,,,,,,0,1,1,60,16.965,37.51,21.58,35.17,34.75,4.69,29.83,11,9.5,0.981,,,0.229,10.91,10.69,400,0.208,0.192,0.4,
PreCCF1119/Ornl,m,8203,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,8,107,83,2609.88,6433.5,109,30.77,5.44,1.91,54.39,0,3.61,0,8,0,4.09,1832.7,40.91,12.01,8,8,1,0,1,1,60,4.6,47.68,39.23,41.28,42.56,-4.72,33.48,11,9.7,1.91,4.602,0.36,0.166,14,11.6,,0.282,0.218,0.5,0.06
PreCCF1119/Ornl,m,8549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,165,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6,,,,,,,,,,,,,
PreCCF1119/Ornl,m,8747,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.75,9.5,8.1,1.067,,,0.143,,,,0.197,,,0.057
PreCCF1122/Ornl,f,7092,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,4,185,162,952.48,2846.59,45,36.5,1.77,8.27,17.72,5.41,8,0.53,6,2,6.21,1186.42,62.06,4.14,10,5,0,0,0,0,3.19,3.185,36.79,17.07,22.77,10.17,10.21,25.88,,8.6,0.212,,,0.153,,,,0.204,,,
PreCCF1122/Ornl,m,7093,,,,,,,,119,,,,,,,,,,,,,,,,,,,,,4,140,162,,,,,,,,,,,,,,,,,,,,0,1,1,15.9,3.895,,,,,,24.75,,8.5,0.115,,,0.13,,,,0.213,,,
PreCCF1122/Ornl,m,8204,147,7.1,120,1.18,,,227,85,18,0.3,6.82,3.5,52.6,0.8,12.2,2.5,35.2,8.4,12.46,46,13.4,13.58,29.56,16.93,57.26,613,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.65,9,7.6,0.207,,,0.152,,,,0.175,,,0.09
PreCCF1125/Ornl,f,7094,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,26.44,,9,,,,0.256,,,,,,,
PreCCF1125/Ornl,f,7727,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,5,63,40,,,,,,,,,,,,,,,,,,,,0,0,0,22,4.655,45.98,37.14,38.28,30.90,2.48,41.13,12,10,4.7,,,0.402,11,10.8,400,0.213,0.228,0.441,
PreCCF1125/Ornl,m,7095,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,37.14,,10,1.173,,,0.291,,,,0.235,,,
PreCCF1125/Ornl,m,7728,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,5,63,40,,,,,,,,,,,,,,,,,,,,0,2,2,60,4.43,34.98,35.71,,,,33.08,11,9.5,0.516,,,0.265,11.86,11.7,500,0.24,0.255,0.495,
PreCCF1133/Ornl,f,7096,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,5,87,55,,,,,,,,,,,,,,,,,,,,0,0,0,60,3.605,39.96,15.61,27.93,13.74,2.06,18.65,,8.5,0.28,,,0.105,,,,0.103,,,
PreCCF1133/Ornl,m,7097,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,5,87,55,,,,,,,,,,,,,,,,,,,,0,0,0,60,3.47,50.17,42.20,50.30,47.86,4.48,18.42,,9,0.154,,,0.128,,,,0.149,,,
PreCCF1134/Ornl,f,7098,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,5,71,44,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,13.34,,8.7,,,,0.082,,,,,,,
PreCCF1134/Ornl,f,7729,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,5,66,40,,,,,,,,,,,,,,,,,,,,0,0,0,60,10.65,29.85,20.71,30.12,24.78,5.18,24.31,10.5,8.1,1.06,,,0.124,9.89,9.8,250,0.149,0.151,0.3,
PreCCF1134/Ornl,m,7099,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,5,71,44,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,36.52,,9,1.749,,,0.29,,,,0.225,,,
PreCCF1134/Ornl,m,7730,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,5,66,40,,,,,,,,,,,,,,,,,,,,0,0,0,60,4.845,41.63,30.27,25.33,22.07,1.12,35.8,,8.5,1.862,,,0.186,12.06,12.72,450,0.264,0.279,0.543,
PreCCF1136/Ornl,f,7100,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,4,126,100,,,,,,,,,,,,,,,,,,,,1,3,4,,,,,,,,21.84,,9.7,,,,0.147,,,,,,,
PreCCF1136/Ornl,f,8205,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,8,71,45,,,,,,,,,,,,,,,,,,,,0,0,0,27.11,3.03,36.15,10.31,29.40,8.58,2.04,22.35,10.5,9.3,0.237,4.497,,0.182,9.4,9.3,350,0.163,0.162,0.325,
PreCCF1136/Ornl,f,8551,,,,,,,,,,,4.68,2.2,48.9,0.6,14.1,1.9,37,5.5,9.31,42,15.23,13.19,31.34,12.29,39.2,790,4.96,,3,130,97,429.22,1212.69,,17.68,1.49,12.26,14.88,,8.51,0.6,5,0,2.64,307.69,26.38,182.18,1,2,0,0,0,0,15.42,8.06,32.20,8.39,28.43,9.82,-0.35,19.75,10,9.1,0.129,,,0.159,,,,0.146,0.176,0.322,0.043
PreCCF1136/Ornl,f,8552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,150,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreCCF1136/Ornl,m,7731,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,6,70,49,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,26.04,,9.5,0.66,,,0.159,,,,0.188,,,
PreCCF1136/Ornl,m,8206,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,8,71,45,,,,,,,,,,,,,,,,,,,,0,0,0,,6.1,51.96,33.29,50.52,41.05,0.38,26.22,11,10,0.623,4.1105,,0.295,9.09,8.4,350,0.191,0.192,0.383,
PreCCF1136/Ornl,m,8553,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,3,130,97,716.64,1760.01,29,36.77,6.23,8.16,62.31,33.23,2.53,0.6,6,1,1.37,194.45,13.68,1.13,2,6,1,0,0,0,41.28,4.17,38.00,13.09,34.70,16.35,-5.34,25.74,10.7,10,0.467,,,0.211,11.5,10.2,,0.22,0.211,0.431,0.079
PreCCF1141/Ornl,f,7101,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,14.64,,8,,,,0.103,,,,,,,
PreCCF1141/Ornl,f,7732,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,3,80,57,,,,,,,,,,,,,,,,,,,,0,0,0,6.06,6.795,50.31,32.21,44.48,34.76,9.69,20.93,10,8.4,0.506,,,0.173,8.8,9.2,250,0.143,0.129,0.272,
PreCCF1141/Ornl,f,8207,145,7.3,116,1.22,14,24,136,,35,0.2,3.22,1.8,58.4,0.3,9.8,1.1,31.8,3.9,10.37,43,14.67,13.69,31.64,14.2,44.88,543,5.49,,6,83,58,1121.93,3616.81,74,17.88,2.6,8.01,25.98,0,7.16,0.33,0,0,3.81,1492.13,38.06,1.2,14,0,0,0,0,0,60,6.53,38.02,29.97,25.40,20.23,-3.86,26.64,10.5,7.7,1.209,5.5065,0.41,0.14,,,,0.138,0.153,0.291,0.09
PreCCF1141/Ornl,f,8554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,85,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreCCF1141/Ornl,m,7102,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,18.22,,8.3,0.157,,,0.125,,,,0.119,,,
PreCCF1141/Ornl,m,7733,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,3,80,57,,,,,,,,,,,,,,,,,,,,0,0,0,41.27,11.555,51.97,36.91,43.01,30.55,7.12,28.97,10.5,8.3,0.821,,,0.147,11.3,10.4,400,0.171,0.186,0.357,
PreCCF1141/Ornl,m,8208,146,6.4,115,1.12,15,23,164,,27,0.2,7.72,3.7,48.7,0.7,9.2,3.3,42.1,13.6,11.16,42,14.29,13.36,31.9,14.91,46.73,525,5.95,,6,83,58,894.48,2172.04,163,25.16,3.92,1.93,39.23,0,4.98,0,4,0,4.33,3227.26,43.32,76.34,15,1,1,0,0,0,10.54,4.14,,,,,,26.3,10.5,8.9,0.651,,0.43,0.138,,,,0.174,0.185,0.359,0.061
PreCCF1150/Ornl,f,7105,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,1,71,46,,,,,,,,,,,,,,,,,,,,0,0,0,20.49,9.32,52.96,30.61,38.96,20.79,5.84,25.35,,9.3,0.769,,,0.163,,,,0.161,,,
PreCCF1161/Ornl,f,7106,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,7,82,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.05,,9.2,0,,,0.238,,,,0.225,,,
PreCCF1161/Ornl,m,7107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,82,56,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,30.5,,,,,,,,,,,,,
PreCCF1179/Ornl,f,7111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,130,107,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
PreCCF1179/Ornl,f,7112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,156,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreCCF1179/Ornl,f,7734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,70,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreCCF1185/Ornl,f,7113,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,4,106,79,,,,,,,,,,,,,,,,,,,,0,0,0,60,3.82,50.32,46.66,43.27,42.09,10.98,39.27,,10.1,1.85,,,0.175,,,,0.192,,,
PreCCF1185/Ornl,m,7114,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,4,106,79,,,,,,,,,,,,,,,,,,,,0,0,0,28.34,4.825,48.42,37.60,41.18,46.38,10.53,53.3,,9.7,2.179,,,0.227,,,,0.489,,,
PreCCF1190/Ornl,f,7115,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,5,64,40,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,18.95,,8,,,,0.136,,,,,,,
PreCCF1190/Ornl,f,7735,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,4,71,43,,,,,,,,,,,,,,,,,,,,0,0,0,6.2,4.2,29.71,19.69,24.45,17.01,-4.11,20.63,,8.5,,,,0.121,,,,0.121,,,
PreCCF1190/Ornl,f,8209,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,6,64,39,,,,,,,,,,,,,,,,,,,,0,0,0,15.82,5.045,38.70,18.28,31.96,15.99,4.10,19.18,10.2,8,0.02,4.555,,0.147,10.4,9.3,200,0.124,0.132,0.256,
PreCCF1190/Ornl,f,8557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,72,48,,,,,,,,,,,,,,,,,,,,0,0,0,,,33.35,6.83,23.32,3.05,9.82,,,,,,,,,,,,,,
PreCCF1190/Ornl,f,8752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,64,43,,,,,,,,,,,,,,,,,,,,0,0,0,51.8,4.23,20.17,10.49,39.96,27.28,10.19,21.46,10.2,8,0.127,,,0.122,10.45,10.4,,0.137,0.139,0.276,
PreCCF1190/Ornl,m,7116,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,5,64,40,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,20.84,,8.2,,,,0.147,,,,0.146,,,
PreCCF1190/Ornl,m,7736,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,4,71,43,,,,,,,,,,,,,,,,,,,,0,2,2,,,,,,,,20.81,,8.6,0.152,,,0.22,,,,0.15,,,
PreCCF1190/Ornl,m,8210,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,6,64,39,,,,,,,,,,,,,,,,,,,,0,2,2,,5.83,43.71,24.76,,,,20.61,,8.7,0,,,0.188,,,,0.179,,,
PreCCF1190/Ornl,m,8558,,,,,,,,109,,,,,,,,,,,,,,,,,,,,,2,72,48,,,,,,,,,,,,,,,,,,,,0,1,1,24.9,3.835,32.62,15.07,25.04,16.79,4.66,19.96,9,8,0.159,,,0.108,10.8,10.3,400,0.169,0.167,0.336,
PreCCF1190/Ornl,m,8753,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,4,64,43,,,,,,,,,,,,,,,,,,,,0,1,1,33.77,6.245,35.78,13.84,34.45,32.24,2.32,21.33,,8.5,0.135,,,0.157,,,,0.184,,,
PreCCF1200/Ornl,f,7117,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,6,58,36,,,,,,,,,,,,,,,,,,,,0,1,1,9.81,7.005,47.30,38.80,27.58,19.45,4.39,25.13,,8.7,0.42,,,0.14,,,,0.171,,,
PreCCF1200/Ornl,f,7737,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,6,84,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.22,10.4,8,0,,,0.12,8.29,8.05,200,0.102,0.111,0.213,
PreCCF1200/Ornl,f,8211,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,4,60,35,1500.99,3845.73,86,16.35,2.71,3.99,27.07,0.33,6.24,0,,,4.32,1813.45,43.18,8.41,23,,,0,0,0,18.4,4.905,41.31,21.33,34.87,36.28,3.30,23.11,10.5,7.5,1.077,4.754,0.35,0.103,10.8,8.5,,0.125,0.105,0.23,0.055
PreCCF1200/Ornl,f,8755,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.47,10.1,7.2,0.352,,,0.08,,,,0.095,,,0.047
PreCCF1200/Ornl,m,7118,,,,,,,,151,,,,,,,,,,,,,,,,,,,,,6,58,36,,,,,,,,,,,,,,,,,,,,0,0,0,60,7.285,37.78,20.91,30.73,22.24,4.64,29.66,,8.7,0.174,,,0.147,,,,0.166,,,
PreCCF1200/Ornl,m,7738,,,,,,,,161,,,,,,,,,,,,,,,,,,,,,6,84,63,,,,,,,,,,,,,,,,,,,,0,1,1,2.67,5,51.05,34.93,36.73,31.53,6.77,31.75,10.5,9,0.256,,,0.216,10.76,11.27,,0.221,0.232,0.453,
PreCCF1200/Ornl,m,8212,,,,,,,,138,,,,,,,,,,,,,,,,,,,,,4,60,35,,,,,,,,,,,,,,,,,,,,0,0,0,4.86,5.185,41.95,22.18,24.95,17.11,0.85,25.43,11,7.2,0.007,4.636,0.45,0.113,11.07,11.41,,0.186,0.186,0.372,0.07
PreCCF1200/Ornl,m,8559,,,,,,,,141,,,,,,,,,,,,,,,,,,,,,3,91,63,1057.36,2407.66,50,39.25,6.71,3.04,67.09,3.27,2.39,0,2,0,4.04,1365.46,40.44,9.14,8,3,2,0,1,1,1.66,3.67,26.26,14.33,18.21,10.05,-5.84,27.47,10.5,5.6,0.292,,,0.146,10.55,10.9,,0.178,0.182,0.36,0.038
PreCCF1200/Ornl,m,8560,,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.26,,10.2,0.193,,,0.109,,,,0.142,,,0.042
PreCCF1200/Ornl,m,8754,149,7.7,119,1.21,18,20,232,,34,0.2,11.52,5.5,47.9,0.9,8.5,5.1,43.6,10,12.16,47,12.57,13.62,28.9,16.56,57.29,326,6.3,,2,62,36,1311.34,4077.16,122,18.53,3.06,2.73,30.6,1.8,6.94,0,2,0,4.28,1434.12,42.78,1.94,12,7,1,0,1,1,7.72,5.79,,,,,,26.6,10.5,8.4,0.124,,,0.13,,,,0.162,0.18,0.342,0.05
PreCCF1207/Ornl,f,7119,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,1,76,54,,,,,,,,,,,,,,,,,,,,0,0,0,60,3.92,0.03,0.01,1.23,0.07,-0.58,18.77,,8,0.176,,,0.095,,,,0.12,,,
PreCCF1207/Ornl,f,7739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,68,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreCCF1207/Ornl,f,8213,148,6,116,1.22,16,23,151,,22,0.2,11.72,5.7,49.1,1.1,9.5,4.9,41.4,8.6,11.88,48,12.69,14.72,30.52,17.49,57.3,262,6.54,,,,,1673.54,4499.24,141,23.33,4.13,3.28,41.3,0.73,5.87,0,4,0,,,,,,,,0,0,0,60,6.2,,,,,,18.4,9.5,7.4,0.086,4.248,,0.111,,,,0.107,0.108,0.215,0.032
PreCCF1207/Ornl,f,8214,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.29,9,6.5,0.075,,,0.103,,,,0.106,,,0.03
PreCCF1207/Ornl,m,7120,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,1,76,54,,,,,,,,,,,,,,,,,,,,0,0,0,60,4.37,39.72,17.40,36.20,24.88,3.91,18.3,,8,0.215,,,0.123,,,,0.111,,,
PreCCF1207/Ornl,m,7740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,68,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreCCF1207/Ornl,m,8215,,,,,,,,96,,,,,,,,,,,,,,,,,,,,0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.96,9.5,7,0.192,,,0.105,,,,0.14,,,0.036
PreCCF1234/Ornl,f,7121,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,8,71,45,,,,,,,,,,,,,,,,,,,,0,0,0,38.88,,53.53,35.55,41.79,35.27,4.28,28.69,,9.3,,,,0.239,,,,0.154,,,
PreCCF1234/Ornl,f,7741,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,6,77,52,,,,,,,,,,,,,,,,,,,,0,0,0,60,7.73,42.51,19.46,31.99,19.51,6.29,25.84,11,8.5,0.838,,,0.202,10.06,9.58,250,0.144,0.16,0.304,
PreCCF1234/Ornl,f,8216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,130,105,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,29.74,13,9.5,0.604,5.3225,0.48,0.187,,,,0.196,0.181,0.377,0.058
PreCCF1234/Ornl,f,8561,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.67,10.2,8.5,0.857,,,0.115,,,,0.117,,,0.052
PreCCF1234/Ornl,m,7122,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,8,71,45,,,,,,,,,,,,,,,,,,,,0,1,1,36.37,4.6,53.37,36.50,28.11,26.12,3.41,35.6,,8.7,1.589,,,0.22,,,,0.281,,,
PreCCF1234/Ornl,m,7742,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,6,77,52,,,,,,,,,,,,,,,,,,,,0,0,0,60,4.335,48.64,23.07,42.19,30.57,9.73,27.77,11.5,9.1,0.245,,,0.201,12.6,12.3,400,0.235,0.227,0.462,
PreCCF1234/Ornl,m,8217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,130,105,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,29,10.4,9.1,0.067,5.9905,0.519,0.193,,,,0.229,0.238,0.467,0.113
PreCCF1234/Ornl,m,8562,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.21,10.5,9,0.795,,,0.132,,,,0.18,,,0.051
PreCCF1237/Ornl,f,7123,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,2,91,66,,,,,,,,,,,,,,,,,,,,0,1,1,14.22,9.97,44.55,26.58,33.45,27.02,7.33,31.18,,10,0.727,,,0.212,,,,0.245,,,
PreCCF1237/Ornl,f,7743,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,3,65,40,,,,,,,,,,,,,,,,,,,,0,1,1,35.33,6.125,43.02,26.17,29.26,17.82,3.92,26.27,11,8.7,0.241,,,0.179,9.89,10.25,,0.175,0.183,0.358,
PreCCF1237/Ornl,f,8563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,73,49,4385.21,18446.97,399,44.18,5.91,1.17,59.15,2.54,3.02,0,5,1,3,2880.82,30.02,1.4,66,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,
